school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,part_time_job
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,yes
GP,F,16,U,GT3,A,2,0,at_home,other,course,other,1,3,3,yes,yes,no,yes,no,no,no,yes,4,1,3,4,4,4,18,13,12,10,yes
GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,9,11,12,yes
MS,M,16,R,GT3,T,1,3,services,teacher,other,father,1,1,0,no,no,no,yes,yes,yes,yes,no,1,4,5,3,5,2,29,6,5,3,yes
MS,M,15,R,LE3,A,4,3,other,at_home,reputation,father,1,2,0,yes,no,yes,yes,no,no,yes,no,2,5,5,4,3,4,28,12,11,12,no
GP,F,15,U,LE3,T,3,3,services,services,course,other,3,4,0,no,no,no,yes,no,yes,yes,yes,5,1,2,5,3,1,24,7,4,1,no
GP,F,19,R,GT3,T,4,0,health,other,reputation,mother,2,3,0,no,yes,yes,no,yes,no,yes,no,2,1,2,1,1,3,25,19,20,20,no
MS,F,18,U,LE3,T,1,1,health,teacher,home,father,3,2,0,yes,yes,no,no,no,yes,no,no,3,5,3,2,1,4,29,6,6,5,no
GP,M,17,R,GT3,A,4,2,at_home,services,reputation,other,1,3,0,no,yes,yes,no,yes,no,no,yes,2,3,2,2,5,5,1,8,5,2,yes
MS,F,15,R,LE3,T,2,4,at_home,health,reputation,father,1,2,1,no,yes,yes,no,no,yes,no,no,4,2,4,5,4,2,10,14,16,4,no
GP,M,17,U,GT3,A,3,0,teacher,other,course,mother,4,3,3,yes,no,yes,no,no,yes,no,no,1,4,5,3,4,3,4,9,1,9,no
MS,M,18,R,GT3,T,1,1,at_home,teacher,other,other,2,3,0,no,no,no,yes,yes,yes,yes,no,5,1,2,3,3,2,4,6,8,8,yes
MS,F,20,R,GT3,A,0,3,at_home,health,reputation,father,2,1,0,no,yes,yes,yes,no,yes,no,no,4,5,4,3,5,1,3,16,16,16,yes
GP,F,18,R,GT3,A,3,3,services,at_home,course,father,1,4,3,yes,no,no,yes,yes,no,no,yes,4,2,3,1,1,3,2,6,10,11,yes
MS,M,20,R,GT3,T,2,2,at_home,at_home,other,other,1,2,1,no,no,no,yes,no,yes,yes,no,4,1,4,4,4,4,14,6,5,6,no
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,no
GP,F,17,U,LE3,T,0,0,other,services,reputation,other,1,3,0,yes,no,no,no,no,yes,yes,yes,5,3,4,4,1,1,11,6,5,6,no
MS,M,18,R,GT3,T,3,0,services,health,course,other,3,4,2,no,yes,yes,no,yes,yes,no,yes,3,3,5,1,3,1,5,9,13,12,no
MS,M,17,U,GT3,T,0,0,at_home,teacher,home,father,4,2,0,no,yes,yes,yes,yes,no,no,no,2,2,1,1,1,5,18,13,10,6,yes
GP,M,15,R,GT3,T,0,2,teacher,health,reputation,other,4,2,1,no,yes,yes,yes,no,yes,yes,no,2,3,3,2,4,3,7,15,19,15,no
MS,F,20,R,LE3,T,1,0,health,at_home,other,mother,2,2,1,no,no,no,no,yes,yes,yes,yes,5,2,1,5,5,5,3,16,17,18,yes
GP,F,18,R,GT3,T,3,3,at_home,at_home,reputation,father,1,3,0,no,no,yes,no,yes,yes,no,no,4,4,1,1,1,4,29,6,3,6,no
MS,F,17,U,LE3,A,4,3,teacher,services,course,other,1,1,2,yes,no,no,no,no,no,yes,yes,3,3,2,5,5,2,4,14,16,14,yes
MS,M,19,R,GT3,A,0,2,at_home,at_home,course,mother,3,1,0,no,yes,no,yes,no,no,yes,yes,2,3,1,3,2,3,18,5,6,3,no
GP,M,15,R,GT3,A,3,0,services,services,course,other,4,3,0,yes,yes,no,yes,no,no,no,yes,3,4,5,5,4,3,16,16,15,18,no
MS,M,15,R,LE3,A,2,1,health,at_home,course,father,2,1,0,no,yes,yes,yes,no,no,yes,no,2,1,2,2,2,5,26,15,15,16,no
GP,M,21,R,GT3,T,0,2,health,at_home,home,mother,4,4,1,yes,no,no,yes,no,no,yes,yes,3,4,1,5,2,1,15,9,7,18,no
GP,M,16,U,GT3,A,3,4,services,other,reputation,mother,3,2,0,yes,yes,yes,yes,no,no,no,yes,4,2,3,4,3,5,21,17,19,16,yes
MS,M,16,R,LE3,T,1,0,services,other,reputation,father,4,4,0,yes,yes,yes,yes,yes,yes,no,no,1,1,1,2,5,4,13,10,6,4,yes
MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9,yes
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,no
GP,F,22,R,GT3,A,2,4,services,teacher,reputation,father,1,2,0,yes,yes,no,no,no,no,yes,yes,5,4,2,1,5,2,28,13,13,15,no
GP,M,16,U,LE3,T,2,0,at_home,other,home,other,2,4,0,yes,yes,yes,yes,no,yes,no,yes,5,5,3,1,2,1,20,9,10,6,yes
MS,M,22,U,GT3,T,1,3,other,health,course,other,4,2,0,no,yes,no,yes,no,no,no,yes,2,5,1,2,2,2,14,19,20,17,yes
GP,M,19,U,GT3,A,3,3,teacher,teacher,home,other,4,1,3,no,yes,no,no,yes,yes,no,yes,2,3,4,5,5,1,0,4,3,2,yes
MS,M,22,R,LE3,T,0,4,health,health,course,mother,3,2,0,no,yes,no,yes,no,no,yes,yes,1,2,2,5,2,5,22,17,19,18,no
GP,F,16,U,LE3,A,3,3,other,other,reputation,father,1,3,0,yes,yes,yes,no,no,yes,no,no,1,2,4,1,5,2,9,14,17,17,yes
MS,F,21,U,GT3,A,0,0,health,services,course,father,3,1,0,yes,no,yes,no,yes,yes,no,yes,2,4,5,3,3,4,8,17,7,3,no
MS,M,16,U,GT3,A,0,2,at_home,at_home,reputation,other,2,2,0,no,no,no,no,no,yes,no,yes,5,5,3,2,2,5,1,13,15,11,yes
GP,F,16,R,LE3,A,0,0,teacher,teacher,course,father,4,4,1,yes,no,yes,no,no,yes,yes,yes,1,4,5,1,5,2,0,10,0,15,yes
MS,M,19,R,GT3,T,4,3,other,other,other,father,4,4,0,yes,no,yes,yes,no,no,yes,no,2,2,3,4,4,3,15,11,8,10,yes
MS,M,18,U,LE3,T,3,1,services,services,other,mother,1,4,0,no,yes,yes,no,no,no,no,no,2,4,1,2,4,4,13,9,5,8,yes
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13,yes
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,no
MS,M,16,R,GT3,A,0,4,services,services,other,other,2,3,1,yes,no,no,no,no,no,yes,no,3,3,2,5,5,1,14,19,20,20,no
MS,F,20,R,LE3,A,4,4,other,teacher,course,other,3,2,0,no,yes,no,yes,yes,no,yes,yes,3,1,1,4,1,1,18,16,13,16,yes
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,yes
MS,F,18,R,GT3,T,4,0,other,health,course,other,3,4,0,yes,no,yes,yes,no,no,yes,no,4,3,2,1,3,1,11,8,11,7,no
MS,F,21,U,LE3,A,2,1,other,health,reputation,other,4,3,0,yes,yes,no,yes,yes,no,yes,yes,3,2,3,4,1,5,28,10,6,8,yes
GP,M,17,R,LE3,A,2,0,teacher,other,course,mother,3,4,1,no,no,no,no,yes,yes,yes,no,4,4,2,2,4,1,9,9,15,10,yes
MS,F,18,U,LE3,A,2,0,services,other,course,father,2,4,0,no,yes,yes,yes,no,yes,yes,yes,5,1,4,4,1,3,2,12,13,14,no
MS,F,17,U,LE3,T,3,0,services,health,course,other,3,3,0,yes,no,no,yes,yes,yes,yes,no,2,4,1,5,3,5,8,6,3,2,yes
GP,F,22,R,LE3,T,4,4,teacher,other,other,father,3,1,0,no,yes,yes,no,yes,no,no,yes,3,1,3,4,5,2,16,15,11,15,no
GP,F,15,R,GT3,T,3,3,at_home,at_home,course,father,1,1,0,no,no,no,no,no,no,yes,yes,5,2,3,2,3,1,9,16,15,11,yes
MS,M,21,R,GT3,T,0,3,teacher,at_home,course,mother,3,3,3,no,yes,yes,yes,yes,yes,yes,yes,2,3,2,4,2,5,5,9,8,5,yes
GP,M,20,R,GT3,A,0,0,at_home,services,reputation,mother,4,1,1,no,yes,yes,no,no,no,yes,no,4,4,3,1,4,4,28,10,12,9,no
GP,M,15,R,GT3,A,0,4,teacher,health,home,other,4,3,0,no,yes,no,yes,yes,yes,no,no,3,1,2,1,3,4,19,14,13,12,no
GP,M,21,U,GT3,T,1,1,health,health,home,other,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,5,1,1,3,8,13,9,10,yes
GP,F,17,U,GT3,A,2,2,teacher,services,other,mother,1,1,0,no,no,yes,yes,yes,yes,yes,yes,5,2,3,3,3,5,4,5,8,12,yes
GP,F,17,R,GT3,A,1,3,at_home,health,reputation,father,2,4,0,yes,no,yes,yes,yes,yes,no,yes,4,1,2,4,1,4,4,15,16,18,yes
MS,M,21,U,LE3,T,1,0,health,other,reputation,father,4,1,0,yes,yes,yes,no,no,yes,no,no,1,4,1,3,1,3,25,18,15,11,no
GP,F,21,R,GT3,T,3,4,teacher,health,course,mother,4,4,0,no,no,no,no,yes,no,yes,yes,4,3,1,4,3,5,3,16,15,16,no
GP,F,17,R,LE3,A,3,3,other,other,home,mother,4,3,3,no,no,no,yes,no,no,yes,yes,5,3,4,5,1,5,6,2,2,16,yes
GP,M,19,U,GT3,A,0,1,at_home,services,other,father,4,1,0,yes,no,no,no,yes,yes,no,no,5,2,1,1,1,4,1,4,3,6,no
MS,M,22,R,LE3,T,4,4,health,health,home,other,2,2,0,no,yes,yes,no,no,no,no,no,2,2,2,5,3,4,9,10,19,4,yes
GP,M,20,R,GT3,A,3,0,services,other,course,mother,3,4,3,yes,yes,no,no,no,yes,yes,yes,5,1,1,5,4,4,12,9,9,8,yes
MS,F,20,R,GT3,T,1,3,health,teacher,reputation,father,1,1,0,yes,yes,yes,yes,no,yes,no,yes,5,1,2,3,1,3,9,6,5,5,yes
MS,M,15,U,GT3,A,4,4,teacher,other,course,father,2,4,0,yes,yes,no,no,no,no,no,no,5,3,3,2,3,4,17,15,14,14,yes
MS,M,21,R,LE3,A,0,4,health,teacher,home,other,4,2,0,no,no,yes,no,no,no,yes,yes,2,3,5,3,1,5,26,4,4,8,no
MS,M,19,U,LE3,T,4,2,at_home,at_home,home,other,2,2,1,no,yes,yes,no,no,no,yes,no,2,5,5,5,5,4,6,16,2,1,yes
MS,M,20,U,GT3,T,1,0,at_home,at_home,home,other,3,3,0,no,yes,no,no,no,yes,no,yes,4,3,4,2,2,3,4,8,6,10,no
MS,M,17,R,LE3,T,0,2,other,teacher,other,mother,2,4,0,no,no,no,yes,no,yes,yes,no,1,3,2,1,1,4,17,12,14,10,yes
GP,F,18,U,LE3,T,0,1,services,other,course,other,2,3,0,yes,no,no,no,no,yes,yes,yes,2,5,3,2,5,3,11,13,17,14,yes
GP,F,19,R,LE3,A,0,0,other,at_home,home,mother,2,1,3,no,yes,yes,no,yes,no,yes,no,2,5,1,4,1,1,29,6,10,14,no
MS,F,17,R,GT3,A,1,1,other,teacher,home,other,3,2,0,no,no,yes,yes,no,no,yes,no,1,3,3,4,1,4,7,15,12,8,no
MS,F,18,R,GT3,T,4,0,teacher,health,reputation,father,4,1,0,yes,yes,no,no,yes,no,yes,no,2,3,4,5,4,2,26,10,13,15,yes
MS,M,20,R,GT3,T,1,2,health,at_home,course,other,2,2,0,no,no,no,yes,no,no,no,no,3,1,2,4,2,4,3,18,17,20,no
GP,M,17,R,LE3,T,4,2,health,at_home,other,other,3,4,3,yes,no,no,no,yes,no,yes,no,1,3,2,3,1,5,10,8,1,12,yes
MS,M,21,U,LE3,A,2,4,at_home,teacher,other,father,3,1,0,no,no,yes,no,no,no,no,yes,3,2,3,1,4,1,5,12,9,9,yes
GP,M,16,R,LE3,A,1,3,at_home,at_home,other,mother,1,1,0,yes,yes,no,yes,no,no,yes,yes,2,2,3,5,5,1,3,5,5,8,yes
GP,M,19,R,GT3,A,0,3,health,at_home,reputation,mother,2,2,2,yes,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,5,28,19,15,19,no
GP,F,21,U,GT3,T,4,0,at_home,health,other,mother,3,3,2,no,yes,yes,no,no,yes,no,yes,2,2,4,1,3,1,27,16,16,20,no
GP,F,18,R,GT3,T,4,0,at_home,health,other,other,2,1,1,yes,yes,no,yes,no,no,no,no,2,1,3,2,5,3,1,11,8,9,yes
GP,F,20,U,LE3,A,2,3,other,services,home,mother,4,4,0,yes,no,yes,yes,no,yes,no,no,2,5,4,3,3,1,17,9,7,8,yes
GP,F,22,U,LE3,T,0,2,health,services,reputation,father,3,4,0,no,no,yes,no,no,no,no,no,4,5,2,4,3,2,4,18,20,20,yes
MS,M,19,U,GT3,A,2,1,teacher,other,home,mother,3,3,0,no,no,yes,yes,yes,yes,yes,no,5,2,3,3,2,3,1,6,7,3,yes
MS,M,18,U,LE3,A,2,2,other,services,home,other,1,3,0,yes,no,no,no,no,yes,no,yes,5,3,5,5,3,5,0,17,20,20,no
MS,F,15,R,LE3,A,4,4,services,other,course,mother,3,4,0,yes,yes,no,yes,yes,yes,no,no,5,5,5,2,1,4,10,17,13,13,yes
MS,F,22,R,LE3,T,2,2,health,other,other,father,2,2,0,yes,yes,yes,no,yes,no,yes,yes,4,1,1,4,2,3,13,7,9,9,yes
GP,F,19,U,LE3,T,0,1,teacher,teacher,other,mother,2,3,0,no,no,no,yes,no,no,no,yes,2,1,5,5,2,4,26,17,16,13,no
MS,M,19,U,LE3,A,1,0,services,health,course,other,1,4,0,no,yes,yes,yes,yes,no,no,no,1,5,5,5,3,1,2,14,16,18,yes
MS,F,20,R,GT3,T,0,0,health,at_home,reputation,mother,1,3,0,no,no,yes,no,no,no,yes,yes,3,1,2,5,2,1,26,18,15,18,yes
GP,F,21,U,GT3,T,1,3,health,teacher,course,father,1,4,0,yes,no,no,no,no,yes,no,yes,5,5,1,1,5,4,9,7,3,1,yes
MS,F,18,R,LE3,A,1,1,services,services,home,other,2,4,0,yes,yes,no,no,yes,no,yes,no,4,3,5,1,5,2,9,19,20,18,no
MS,F,22,R,LE3,T,2,4,at_home,at_home,home,mother,3,1,1,yes,no,no,yes,yes,no,no,yes,5,3,1,1,2,4,14,12,14,11,yes
MS,F,15,U,LE3,A,3,1,teacher,health,reputation,other,2,1,0,no,no,no,yes,no,no,yes,no,1,4,4,3,1,5,16,14,10,6,no
GP,M,17,R,GT3,T,3,0,at_home,services,reputation,other,1,3,0,yes,yes,yes,yes,yes,no,no,yes,2,2,3,5,1,4,1,18,16,12,no
MS,F,18,R,GT3,A,1,2,other,other,reputation,other,3,3,0,yes,yes,no,no,yes,no,yes,yes,5,4,3,3,2,2,5,18,20,20,yes
GP,M,18,U,GT3,T,2,1,health,teacher,course,father,4,3,0,no,no,yes,yes,no,no,no,yes,4,5,5,4,3,1,21,4,4,5,yes
GP,M,22,R,LE3,T,1,1,at_home,health,other,other,2,4,0,yes,no,no,yes,yes,no,no,yes,4,5,4,5,5,2,20,17,17,16,no
MS,M,16,U,LE3,A,4,1,teacher,services,reputation,other,3,3,0,yes,yes,no,yes,no,yes,yes,no,5,2,2,3,1,3,21,15,17,20,yes
GP,F,15,R,LE3,T,0,1,other,at_home,course,other,2,3,0,yes,no,no,yes,yes,yes,no,no,3,3,3,3,1,1,16,10,11,8,no
MS,F,19,R,LE3,T,0,4,other,other,course,other,2,2,0,no,no,yes,yes,no,no,yes,no,1,2,1,5,4,2,18,19,20,20,yes
GP,F,22,R,LE3,A,2,4,at_home,at_home,other,father,3,1,0,yes,no,no,yes,no,yes,yes,yes,5,4,2,4,1,3,13,7,10,10,yes
GP,F,20,U,LE3,T,2,3,at_home,at_home,other,mother,1,4,0,yes,no,yes,yes,no,no,yes,no,5,3,3,1,5,4,10,9,9,11,no
GP,F,15,U,LE3,A,3,0,services,services,reputation,other,3,3,0,no,no,no,no,no,yes,yes,no,1,2,1,4,5,2,6,19,20,18,yes
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,yes
MS,F,20,U,LE3,T,0,2,at_home,health,other,other,3,4,0,no,no,yes,yes,yes,no,no,no,1,2,4,4,4,5,0,15,15,19,yes
MS,F,18,R,GT3,A,0,0,health,at_home,home,mother,3,1,0,yes,yes,yes,yes,yes,no,yes,yes,3,1,5,3,4,1,6,14,12,8,yes
GP,F,17,U,LE3,A,4,0,services,health,reputation,other,4,3,0,yes,no,yes,no,yes,no,no,yes,4,3,2,3,3,5,10,6,8,6,no
MS,M,17,U,LE3,T,0,2,teacher,services,reputation,mother,2,3,0,no,no,yes,yes,no,yes,yes,yes,2,3,5,2,5,2,7,7,11,11,yes
GP,M,17,U,GT3,A,2,2,services,other,other,other,4,1,0,no,yes,yes,yes,no,yes,yes,no,3,3,5,2,4,1,27,16,16,19,yes
GP,F,21,U,LE3,A,4,0,other,health,course,father,4,4,0,no,yes,yes,yes,yes,no,no,yes,4,3,5,1,2,3,23,13,14,13,no
MS,M,18,R,GT3,A,3,1,services,services,course,other,1,2,0,no,yes,yes,no,yes,yes,no,yes,5,1,4,2,1,2,7,5,4,8,no
MS,M,17,R,LE3,T,3,0,health,other,home,mother,4,2,0,yes,yes,yes,yes,yes,no,yes,no,2,1,1,2,1,2,5,4,3,4,yes
MS,M,16,R,LE3,A,1,3,health,services,other,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,5,4,2,1,2,3,7,11,11,11,no
GP,M,15,U,GT3,A,3,4,other,at_home,other,other,2,4,0,no,yes,no,no,no,no,no,yes,1,2,1,3,4,4,26,9,5,6,yes
MS,M,19,U,LE3,T,0,4,health,health,course,mother,2,3,0,no,yes,yes,no,yes,yes,yes,yes,2,2,1,4,1,3,12,7,6,2,no
GP,M,16,R,GT3,A,1,0,services,at_home,other,father,4,3,0,no,yes,no,no,yes,no,yes,yes,1,3,5,3,2,3,3,14,13,9,no
GP,M,16,U,LE3,T,4,4,at_home,health,course,mother,1,2,1,yes,yes,no,yes,no,yes,no,yes,5,2,5,1,2,4,15,14,13,15,no
MS,F,18,U,LE3,T,2,3,teacher,teacher,course,father,3,4,0,no,yes,yes,no,yes,yes,no,no,4,1,1,4,3,5,5,8,4,7,no
MS,M,18,R,LE3,T,1,2,at_home,at_home,home,father,2,4,0,no,yes,no,yes,no,no,no,no,4,1,1,5,5,1,22,17,13,10,yes
MS,M,20,R,GT3,T,0,3,other,other,home,other,4,3,1,yes,no,no,yes,no,no,yes,no,1,3,3,2,3,3,23,4,4,6,no
GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,4,7,6,6,no
GP,F,20,R,LE3,T,0,1,other,other,course,mother,4,4,0,no,no,no,no,yes,no,yes,yes,4,4,5,1,1,1,11,16,16,13,no
GP,F,15,R,GT3,T,0,3,teacher,teacher,home,father,1,2,0,yes,yes,yes,no,yes,no,no,yes,5,4,2,2,3,3,10,8,12,14,yes
MS,F,22,R,LE3,A,0,2,other,health,course,other,2,4,0,no,yes,yes,no,no,no,no,yes,5,1,3,5,2,2,8,11,8,11,no
MS,F,20,U,GT3,A,2,3,teacher,other,reputation,other,4,1,0,yes,yes,yes,yes,no,no,yes,no,1,5,4,4,3,4,8,10,6,8,no
MS,M,18,R,GT3,T,1,4,other,at_home,home,father,1,1,1,no,yes,no,no,yes,no,no,no,4,2,5,2,2,2,12,13,9,15,yes
MS,M,15,U,GT3,A,1,2,teacher,teacher,home,mother,4,3,3,no,no,no,no,yes,no,no,no,2,4,2,4,2,5,7,6,11,16,yes
MS,F,22,U,LE3,T,2,1,health,at_home,reputation,father,2,2,2,no,no,no,no,yes,no,yes,no,1,5,3,4,3,2,19,13,12,20,yes
MS,F,16,U,GT3,A,2,2,health,services,home,mother,1,3,0,no,yes,no,no,no,no,yes,yes,4,4,2,3,3,3,20,18,18,20,yes
MS,M,19,U,GT3,A,1,3,teacher,other,other,mother,3,2,0,yes,yes,yes,no,no,no,no,yes,3,5,4,5,1,5,23,19,20,18,yes
MS,F,21,R,GT3,A,4,4,teacher,teacher,reputation,mother,3,1,3,no,yes,no,yes,no,no,yes,yes,4,4,5,3,4,2,15,17,17,15,yes
GP,M,17,R,GT3,A,3,3,other,health,reputation,mother,1,2,1,yes,yes,yes,yes,no,yes,yes,yes,3,2,2,1,5,3,19,13,20,0,no
MS,M,22,R,GT3,A,4,0,teacher,services,home,mother,4,4,2,yes,yes,no,no,no,no,no,yes,4,4,4,2,2,3,0,10,12,9,yes
GP,F,18,U,LE3,A,4,0,health,at_home,reputation,other,1,2,0,yes,yes,yes,yes,no,no,yes,no,3,1,3,3,1,4,12,11,15,12,yes
MS,F,19,R,LE3,T,2,1,services,services,other,other,3,3,2,yes,yes,no,no,yes,no,yes,yes,3,5,5,5,2,3,7,14,12,19,no
GP,F,16,U,GT3,A,0,4,health,other,other,mother,2,2,1,yes,yes,yes,yes,no,no,yes,yes,3,2,1,3,5,1,8,6,4,5,no
GP,M,19,U,GT3,T,3,0,health,at_home,home,mother,2,1,2,no,no,yes,no,no,yes,no,yes,2,5,1,3,1,2,17,8,8,11,no
MS,F,17,U,LE3,T,4,2,services,other,reputation,mother,4,3,0,no,no,yes,no,no,yes,yes,no,2,3,4,3,5,4,4,8,7,9,no
GP,F,18,R,GT3,A,2,1,health,teacher,home,other,4,4,0,no,no,no,yes,yes,no,yes,yes,2,1,4,2,1,3,10,6,10,8,no
GP,M,17,U,GT3,T,2,0,health,teacher,course,other,1,4,0,yes,yes,yes,yes,yes,no,no,no,1,2,4,1,2,4,8,18,20,17,no
GP,F,19,U,GT3,T,1,3,teacher,other,course,father,3,1,0,yes,yes,no,yes,no,no,yes,yes,4,4,5,3,1,5,29,8,6,2,yes
MS,M,22,R,LE3,T,0,3,at_home,teacher,reputation,father,2,3,1,no,yes,no,yes,yes,yes,no,yes,3,4,2,4,1,2,17,18,15,17,no
MS,M,18,U,GT3,A,4,2,services,teacher,course,father,4,4,2,yes,yes,yes,no,no,yes,yes,yes,5,1,2,2,4,5,29,7,10,9,no
MS,F,22,R,GT3,A,0,1,teacher,services,other,other,1,3,0,no,yes,yes,yes,yes,no,no,yes,1,1,1,3,4,4,8,8,10,11,no
MS,F,19,U,LE3,A,3,0,health,services,home,mother,4,2,0,no,no,no,yes,yes,no,no,yes,2,3,2,4,4,1,8,7,11,7,no
MS,M,16,R,LE3,T,4,4,services,health,reputation,other,3,2,0,no,no,yes,no,yes,no,no,no,3,4,2,2,2,4,28,13,9,13,yes
MS,M,20,R,GT3,A,2,1,other,health,other,mother,3,1,0,yes,yes,yes,no,no,no,no,no,1,4,4,1,3,4,8,19,19,18,yes
GP,M,22,U,GT3,A,3,0,services,health,other,father,2,4,0,no,yes,no,yes,no,no,no,yes,2,3,4,3,2,1,18,11,7,5,yes
GP,M,15,R,LE3,T,3,0,health,health,reputation,mother,3,1,0,yes,no,yes,no,no,yes,yes,no,2,3,4,4,5,4,3,11,12,13,yes
GP,M,22,R,GT3,T,1,3,teacher,at_home,reputation,other,2,3,0,no,yes,no,no,yes,yes,no,yes,4,5,1,1,2,5,21,9,9,9,no
GP,M,15,R,LE3,T,0,2,teacher,services,other,mother,4,2,0,yes,no,no,no,no,no,yes,no,3,5,2,4,4,4,8,13,17,20,no
MS,M,22,R,GT3,A,3,1,at_home,health,other,other,3,2,0,yes,yes,no,yes,yes,no,yes,no,1,5,3,1,5,2,13,6,3,0,yes
GP,F,19,R,LE3,A,0,0,other,teacher,course,other,1,4,3,yes,no,no,no,no,no,no,yes,3,3,2,3,3,5,1,6,6,2,yes
GP,M,16,U,LE3,A,4,0,health,other,reputation,other,2,4,0,no,no,no,no,no,no,no,no,3,4,3,3,5,4,3,16,16,12,yes
MS,M,17,R,GT3,A,2,2,at_home,at_home,other,father,4,2,2,no,no,yes,no,yes,no,no,no,2,1,2,2,5,2,12,6,16,19,no
GP,F,21,U,GT3,T,2,0,at_home,teacher,reputation,father,3,3,0,yes,no,yes,yes,no,yes,yes,yes,5,2,5,4,4,2,0,19,20,19,no
GP,F,19,U,LE3,A,4,0,health,services,reputation,other,3,3,2,yes,yes,no,no,yes,no,no,yes,2,3,4,4,3,5,4,15,3,7,no
GP,F,20,U,GT3,A,3,4,services,health,course,mother,4,3,1,no,no,no,no,no,no,no,yes,5,1,2,3,5,2,4,12,10,11,yes
GP,F,22,R,LE3,A,4,4,health,teacher,home,other,3,1,1,yes,yes,no,no,yes,no,yes,yes,5,3,2,1,4,1,11,1,9,12,yes
GP,F,19,U,GT3,T,2,2,teacher,teacher,course,father,2,4,0,yes,no,yes,yes,no,yes,no,no,1,3,4,3,2,3,11,10,12,13,no
GP,M,15,U,GT3,A,2,2,other,other,home,other,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,14,16,16,yes
MS,F,20,U,GT3,A,0,3,teacher,teacher,reputation,other,1,4,2,no,no,no,yes,yes,yes,yes,no,1,3,1,1,4,1,7,16,10,1,no
MS,F,17,U,LE3,T,0,1,health,services,course,other,1,1,2,yes,yes,no,yes,no,no,no,no,5,5,4,5,1,4,20,13,20,8,no
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,yes
GP,M,16,R,LE3,T,1,1,at_home,teacher,course,other,2,1,1,yes,yes,yes,no,yes,no,yes,no,4,5,2,3,3,1,16,6,8,15,no
GP,F,19,U,LE3,A,4,4,at_home,services,reputation,other,1,1,0,yes,no,yes,yes,yes,yes,no,yes,4,4,3,2,1,5,7,19,20,18,no
GP,M,21,R,GT3,A,0,3,health,other,course,other,1,4,0,yes,no,yes,no,yes,no,yes,yes,3,2,1,1,2,2,0,5,5,6,no
MS,M,22,U,LE3,A,4,0,services,health,other,mother,1,3,2,no,no,no,yes,yes,no,yes,yes,5,5,3,5,2,1,4,15,12,11,no
GP,M,16,R,GT3,T,4,2,services,other,reputation,father,2,4,0,yes,no,yes,yes,yes,yes,yes,no,3,4,2,4,1,2,12,12,20,14,no
MS,M,20,U,GT3,A,0,4,services,services,course,father,2,2,0,no,no,yes,no,yes,yes,no,yes,1,3,2,5,4,3,25,7,10,8,yes
MS,M,19,U,GT3,A,1,2,teacher,at_home,other,mother,3,3,0,no,yes,no,yes,yes,no,yes,yes,1,3,3,5,3,1,25,10,13,13,yes
GP,F,22,R,LE3,T,1,1,at_home,teacher,reputation,other,3,3,2,yes,no,yes,no,yes,yes,yes,no,3,2,5,1,5,3,26,7,3,2,no
GP,F,17,R,GT3,A,4,4,health,other,home,other,2,3,2,yes,yes,yes,no,no,no,no,no,3,3,2,4,4,5,0,8,6,10,yes
MS,F,19,R,GT3,T,0,4,teacher,teacher,course,mother,1,1,1,yes,no,yes,yes,yes,no,yes,no,3,3,1,2,1,1,6,13,13,5,yes
MS,F,15,U,LE3,A,1,4,teacher,health,other,father,1,4,0,yes,no,yes,no,yes,yes,no,no,1,4,4,5,2,5,18,4,5,4,no
